event_day,account_age_days,total_bookings_90d,chargeback_rate_90d,cancellation_rate_90d,bookings_24h,recent_holds_24h,recent_late_cancellations_90d,seats_requested,hours_until_departure,country_mismatch,payment_attempts_10m,device_linked_to_fraud,card_on_blocklist,interaction_duration_seconds,fields_pasted,pointer_events,payment_fraud_label,inventory_abuse_label
0,405,68,0.014705882352941176,0.07352941176470588,2,0,2,1,19.40049032373438,0,2,0,0,42.292446193402995,0,43,0,0
0,485,92,0.0,0.06521739130434782,3,0,1,2,101.18488769969927,0,1,0,0,89.66378352935843,2,33,0,0
0,218,54,0.0,0.1111111111111111,2,1,3,2,41.918527087076,0,1,0,0,84.01370004380144,2,34,0,0
0,1422,116,0.008620689655172414,0.017241379310344827,3,2,0,3,344.91669234649913,0,1,1,0,154.62287372098382,1,35,0,0
0,215,55,0.0,0.10909090909090909,5,3,0,4,944.0161685876864,0,2,0,0,77.52008795709293,2,29,0,0
0,616,95,0.010526315789473684,0.06315789473684211,9,5,0,4,135.87782149520498,1,1,0,0,84.15881798115184,1,25,0,0
0,1309,132,0.007575757575757576,0.10606060606060606,2,2,0,4,90.34838272778936,1,2,0,0,89.51691901567666,2,29,0,1
0,93,45,0.0,0.6,35,14,5,20,47.574941348211716,0,1,0,0,71.01700660136198,2,23,0,0
0,706,94,0.0,0.07446808510638298,5,2,0,1,173.84841238916826,0,2,0,0,101.7901126220967,1,38,0,0
0,34,33,0.15151515151515152,0.48484848484848486,42,17,8,13,6.1749942234602155,0,6,0,0,94.80777554244486,3,28,0,1
0,79,26,0.0,0.11538461538461539,4,1,0,4,203.74747656594369,0,3,0,0,89.67341957718021,1,37,0,0
1,593,94,0.0,0.05319148936170213,3,2,1,2,52.2257311495143,0,1,0,0,93.11931370769152,1,26,0,0
1,2049,150,0.0,0.05333333333333334,5,1,0,5,326.52259807928027,0,2,0,0,89.923971563165,1,37,0,1
1,449,79,0.012658227848101266,0.06329113924050633,1,3,1,4,340.2531004026541,0,1,0,0,70.75171239502585,3,31,0,0
1,2510,178,0.0056179775280898875,0.09550561797752809,6,1,0,2,3.507641720192409,0,2,0,0,96.46988140899619,2,33,0,0
1,1203,99,0.010101010101010102,0.09090909090909091,5,2,0,3,322.505949794845,0,1,0,0,82.46944187806176,0,31,0,0
1,626,84,0.011904761904761904,0.07142857142857142,4,2,0,4,169.96714551253774,0,1,0,0,68.63332357180802,2,30,0,0
1,14,16,0.0625,0.0625,34,2,0,2,2.5728497058168234,1,12,0,0,7.48709193971418,6,1,0,0
1,411,73,0.0,0.0821917808219178,4,0,0,2,11.184657122824024,0,2,0,0,47.92502005825586,1,43,0,0
1,29,34,0.0,0.11764705882352941,10,1,1,4,19.251139840622898,0,1,0,0,19.891279706453915,1,35,1,0
1,1124,91,0.01098901098901099,0.06593406593406594,3,1,0,4,441.5919756464504,0,2,0,0,84.07517601250963,0,32,0,0
1,624,87,0.0,0.16091954022988506,8,2,0,3,149.20130337444263,0,1,0,0,83.74141725676974,0,35,0,0
1,220,69,0.0,0.08695652173913043,6,2,0,2,165.0047940771729,0,2,0,0,95.38455192548824,3,35,0,0
1,431,72,0.013888888888888888,0.05555555555555555,1,2,1,3,163.79540056093614,0,1,0,0,82.09037317248217,0,37,0,0
1,345,59,0.0,0.0847457627118644,5,4,0,2,32.38890287019151,0,2,0,0,91.10212261978052,1,26,0,0
1,256,66,0.0,0.07575757575757576,3,2,0,1,683.3004685159458,0,2,0,0,28.202432952793508,0,48,0,0
1,23,22,0.0,0.0,3,1,1,6,39.36689976043623,0,2,0,0,17.090559888233187,1,36,0,0
1,167,49,0.0,0.061224489795918366,32,0,0,5,261.19527022382533,0,1,0,0,4.278996579122474,7,1,0,0
1,847,113,0.0,0.3008849557522124,41,12,4,14,24.30097394497143,0,2,0,0,119.45321613063226,0,38,0,0
1,918,103,0.0,0.0970873786407767,27,2,0,1,49.0509627339569,0,2,0,0,1.0,10,1,0,0
1,463,67,0.0,0.04477611940298507,3,0,0,3,148.33668024142762,0,2,1,0,75.1808726807885,1,29,0,0
1,256,64,0.03125,0.09375,3,2,1,3,552.245057445575,0,1,0,0,96.23531908606515,1,40,1,0
1,1552,128,0.0,0.046875,4,2,1,4,52.3590127489935,0,2,0,0,69.37787940237214,0,35,0,0
1,650,92,0.0,0.13043478260869565,6,2,0,2,25.69565058556519,0,1,0,0,67.24254852898758,0,29,0,0
1,22,28,0.0,0.07142857142857142,31,2,0,1,363.4062279949988,0,2,0,0,4.629782660528929,11,1,0,0
1,331,70,0.0,0.4857142857142857,46,16,5,26,171.99640499463172,1,1,0,0,101.66726277663031,1,31,0,1
1,915,84,0.0,0.07142857142857142,4,4,0,3,194.64997875072828,0,1,0,0,101.56827619155288,1,42,0,0
1,798,74,0.0,0.0945945945945946,4,4,0,3,196.89270040335322,0,2,0,0,45.940799421328784,1,29,0,1
1,89,29,0.0,0.034482758620689655,1,0,0,4,65.74668609696914,0,1,0,0,118.50645907046072,3,36,0,0
1,313,73,0.0,0.0547945205479452,4,4,0,1,363.255807406109,0,3,0,0,59.495596116198016,1,32,0,0
1,1527,131,0.0,0.04580152671755725,5,2,0,6,80.97169614747362,0,3,0,0,78.05896362234242,0,36,0,0
1,249,58,0.0,0.034482758620689655,3,2,0,4,202.3822045725805,0,2,0,0,29.730789844534968,0,36,0,0
1,1495,135,0.0,0.05925925925925926,3,1,0,3,85.16944719859056,0,2,0,0,48.988773929413185,2,30,0,0
1,309,64,0.015625,0.046875,2,1,0,2,24.04912778927111,0,2,0,0,68.21194190733321,2,35,0,0
1,116,40,0.0,0.0,2,5,1,2,121.21620644913432,0,1,0,0,40.32567774965989,0,28,0,0
1,208,67,0.0,0.05970149253731343,33,3,0,1,25.803814092270898,0,2,0,0,8.86126926130195,10,1,0,0
1,175,55,0.0,0.10909090909090909,8,0,0,6,242.70016489455642,0,1,0,0,98.25030883952874,0,38,0,0
1,43,23,0.0,0.13043478260869565,7,0,0,3,25.228973830469986,0,1,0,0,38.572536939113306,0,37,0,0
1,15,25,0.2,0.0,3,2,0,2,1.0493478390708781,1,5,0,0,106.83741129318653,1,31,0,0
1,685,99,0.0,0.09090909090909091,2,2,0,1,148.88852230020316,0,4,0,0,88.36521722766363,1,26,0,0
1,654,88,0.0,0.03409090909090909,4,3,0,1,428.2943630416989,0,1,0,0,63.015509148745274,3,42,0,0
1,209,60,0.0,0.11666666666666667,4,1,0,3,65.92123132588532,0,3,0,0,130.5688394197402,1,28,0,0
1,262,74,0.0,0.02702702702702703,3,2,0,4,11.743960816469146,0,1,0,0,131.44999525268167,1,32,0,0
1,141,41,0.0,0.14634146341463414,6,2,0,3,56.7496990085123,0,1,0,0,110.75221945229805,0,30,0,0
1,537,89,0.011235955056179775,0.0449438202247191,2,3,0,3,223.69972107265895,0,3,0,0,83.88406377901498,0,33,0,0
1,43,34,0.0,0.14705882352941177,5,1,0,2,75.29443546159371,0,1,0,0,78.26045100779203,1,32,0,0
1,152,56,0.0,0.10714285714285714,7,1,0,2,262.24507468813215,0,2,0,0,109.11917396009386,0,41,0,0
1,617,100,0.02,0.05,3,3,0,6,205.23552974395463,0,2,0,0,88.72208518604383,1,44,0,0
1,705,93,0.0,0.5161290322580645,30,14,6,13,22.645162484390912,0,2,0,0,29.364038306657967,0,38,0,0
2,369,65,0.0,0.07692307692307693,5,2,0,1,81.25558173281651,0,2,0,0,44.49789278119071,0,45,0,0
2,776,100,0.0,0.05,3,3,0,3,126.62940771281399,0,1,0,0,100.85740596759622,2,35,0,0
2,146,41,0.024390243902439025,0.0975609756097561,2,4,0,3,223.9578485426499,0,1,0,0,74.85529322211978,2,32,0,0
2,240,66,0.0,0.09090909090909091,6,2,0,3,195.77629015934878,0,1,0,0,133.13433277954766,1,28,0,0
2,375,71,0.0,0.11267605633802817,4,4,0,3,29.82668076913001,1,1,0,0,97.70244116281637,0,33,0,0
2,335,63,0.0,0.07936507936507936,4,1,0,3,388.33114621545076,0,2,0,0,98.6694822191572,1,45,0,0
2,598,75,0.013333333333333334,0.08,2,2,0,5,67.82249260443874,0,1,0,0,82.69494849224759,1,26,0,0
2,578,77,0.0,0.03896103896103896,2,5,0,3,263.04836831573596,0,1,0,0,94.49649465052852,2,38,0,0
2,42,31,0.06451612903225806,0.0967741935483871,3,3,0,1,0.20524930032481126,1,8,0,1,76.91273626919529,3,37,0,0
2,115,50,0.0,0.1,3,5,0,3,12.19613643478132,1,1,0,0,76.3262284367963,0,35,0,0
2,201,51,0.0,0.0784313725490196,5,2,0,3,131.3826339944987,0,1,0,0,57.4572363174114,0,29,0,0
2,391,68,0.0,0.08823529411764706,2,4,0,7,284.8150886515151,0,1,0,0,58.63661553281012,0,33,0,0
2,205,63,0.0,0.07936507936507936,27,2,0,7,3.6644347161001867,0,2,0,0,6.121889388531899,5,0,0,0
2,2498,169,0.005917159763313609,0.07692307692307693,8,2,0,2,28.88502698043776,0,1,0,0,84.4084787285489,1,41,0,0
2,152,51,0.0,0.09803921568627451,5,3,0,4,156.03920077711746,0,2,0,0,126.49527779131752,1,42,0,0
2,1067,98,0.0,0.08163265306122448,3,0,0,1,178.68068009804566,0,2,1,0,60.14366489058454,1,31,0,0
2,51,36,0.1111111111111111,0.05555555555555555,4,2,1,5,78.7856652838214,1,8,0,0,111.40420126787902,2,40,0,0
2,180,60,0.016666666666666666,0.08333333333333333,3,2,0,3,46.601430014912495,1,1,0,0,44.155158953565746,0,30,0,0
2,93,32,0.0,0.09375,4,4,0,5,49.03344137157026,0,1,0,0,46.410730131410666,0,30,0,0
2,263,61,0.0,0.09836065573770492,34,1,0,2,78.2518546712118,0,4,0,0,4.015333645293795,10,1,0,0
2,632,86,0.0,0.12790697674418605,3,1,0,4,201.79991843131364,0,1,1,0,52.70042655891442,1,33,0,0
2,10,17,0.0,0.17647058823529413,3,2,0,4,26.98843292844305,0,5,0,1,87.51930428270916,0,39,1,0
2,1089,115,0.008695652173913044,0.05217391304347826,1,3,1,2,103.98048166324969,1,1,0,0,96.24662845675874,1,29,0,0
2,25,25,0.0,0.04,5,2,0,3,241.4263566611181,1,2,0,0,85.84008137003768,0,35,0,1
2,787,108,0.0,0.46296296296296297,46,18,7,21,87.96704443574573,0,1,0,0,68.57370597523496,3,27,0,1
2,605,83,0.0,0.07228915662650602,3,2,1,2,36.011590405042234,0,3,0,0,115.56487636811028,0,34,0,0
2,151,51,0.0,0.11764705882352941,2,2,0,4,26.612479136483298,0,2,0,0,92.32919747137073,0,26,0,0
2,671,68,0.0,0.10294117647058823,5,2,0,4,77.23040538562203,0,1,0,0,59.78815325753754,1,40,0,0
2,10,17,0.17647058823529413,0.23529411764705882,7,0,0,3,6.625585798053936,0,5,1,0,59.531162181809734,1,33,0,0
2,442,85,0.0,0.09411764705882353,4,2,0,2,549.473796249087,0,2,0,0,46.139993141791486,1,35,0,0
2,618,75,0.0,0.52,49,18,2,16,167.40147909384888,0,2,0,0,94.37192757299155,1,40,0,1
2,567,70,0.0,0.05714285714285714,5,1,1,2,875.6523360251215,0,1,0,0,103.73521975157807,1,26,0,0
2,862,99,0.010101010101010102,0.04040404040404041,3,1,0,3,70.00569498125029,0,1,0,0,75.7446203078489,0,30,0,0
2,5,12,0.16666666666666666,0.08333333333333333,5,0,0,5,2.8008063587484453,0,5,0,1,107.9522963413156,2,35,1,0
2,260,66,0.0,0.045454545454545456,2,1,0,3,79.69967005111455,0,2,0,0,85.68776030345563,1,30,0,0
2,255,61,0.0,0.08196721311475409,3,0,0,2,141.13155754546568,0,2,0,0,110.1868994517225,3,39,0,0
2,456,79,0.0,0.11392405063291139,6,3,1,6,100.27170645929809,0,2,0,0,7.551159786534043,4,35,0,0
2,118,46,0.0,0.08695652173913043,9,4,0,2,330.69742847410515,0,1,0,0,136.01567992318047,3,32,0,0
2,1924,140,0.02142857142857143,0.06428571428571428,33,2,0,3,966.4462579567097,0,1,0,0,3.195674137514363,5,3,0,0
2,47,35,0.02857142857142857,0.08571428571428572,6,1,1,3,944.5726330214593,0,1,0,0,108.78901938485652,1,33,0,0
2,20,32,0.0,0.0625,3,0,0,5,470.65093764661185,0,1,0,0,44.24450286155561,0,41,0,0
2,873,97,0.0,0.030927835051546393,3,4,1,4,282.98873992890304,0,1,0,0,114.32091564691399,1,38,0,0
2,315,69,0.0,0.10144927536231885,5,1,0,2,277.9216532131179,0,2,0,0,46.24643852856993,0,38,0,0
2,476,69,0.014492753623188406,0.11594202898550725,3,1,0,3,243.44568712953404,0,2,0,0,65.35589911730976,1,33,0,0
2,1218,103,0.009708737864077669,0.06796116504854369,4,1,0,4,145.33649230010747,0,2,0,0,39.202803829960565,1,38,0,0
2,217,49,0.0,0.10204081632653061,3,2,1,6,111.17602146140788,0,1,0,0,94.94142851806413,0,41,0,0
2,179,51,0.0,0.11764705882352941,41,6,0,7,24.843687986482756,0,1,0,0,2.8278717406610054,9,0,0,1
2,2336,153,0.006535947712418301,0.0915032679738562,2,2,1,2,354.6260275934524,0,1,0,0,53.971289612891916,1,36,0,0
2,416,72,0.0,0.08333333333333333,5,2,0,3,382.7329472760484,0,1,0,0,106.01849030504471,0,38,0,0
2,710,89,0.0,0.07865168539325842,32,0,0,1,52.28038319672771,0,1,0,0,8.649357502908511,10,0,0,0
3,397,82,0.0,0.32926829268292684,29,16,9,16,807.2914043061365,0,2,0,0,103.1414897205424,1,26,0,1
3,833,102,0.00980392156862745,0.049019607843137254,46,2,0,4,251.3572357359157,0,1,0,0,2.082340889504176,6,2,0,0
3,55,43,0.16279069767441862,0.4418604651162791,39,20,10,14,1.5999090158324316,1,10,1,0,73.68751584556327,1,22,1,1
3,1620,98,0.0,0.08163265306122448,6,0,0,2,409.5931760438778,0,1,0,0,94.45242135514157,1,28,0,0
3,51,28,0.0,0.14285714285714285,5,1,0,7,75.44958313381508,1,2,0,0,97.3085923493484,0,49,0,0
3,28,32,0.0,0.0625,4,1,1,5,73.74656980395865,1,1,0,0,111.48642619081025,1,40,0,0
3,662,91,0.0,0.12087912087912088,6,0,0,2,170.47249751260526,0,2,0,0,85.4386429991961,1,32,0,0
3,808,80,0.0,0.1125,1,2,0,3,226.08840223947345,1,2,0,0,131.44774496441715,3,29,0,0
3,1163,112,0.0,0.125,6,0,0,3,435.82294945743564,0,1,0,0,82.34142155306623,1,38,0,0
3,3,15,0.0,0.4,36,16,7,16,21.517248862532956,0,2,0,0,124.51087071220908,2,43,0,1
3,820,84,0.0,0.10714285714285714,0,0,0,2,57.87834052575208,0,1,0,0,110.87408020979768,0,38,0,0
3,76,25,0.0,0.04,8,0,0,2,9.528240020006752,0,3,0,0,64.64277166697286,1,35,0,0
3,480,68,0.0,0.07352941176470588,5,1,0,3,153.13267377685526,0,1,0,0,72.37165935003969,0,38,0,0
3,98,59,0.01694915254237288,0.13559322033898305,37,6,0,1,44.35691944953423,0,2,0,0,4.672118681271831,8,1,0,0
3,161,47,0.0,0.48936170212765956,44,20,2,22,166.83034869291285,0,1,0,0,88.17466226393213,0,24,0,1
3,1463,122,0.0,0.09836065573770492,4,4,0,4,151.8615487108371,0,2,0,0,113.99809871005303,1,36,0,0
3,649,102,0.0,0.0392156862745098,2,1,0,2,14.419941473395559,0,3,0,0,37.56249548599721,2,25,0,0
3,518,88,0.011363636363636364,0.09090909090909091,6,0,1,3,23.852953575187616,0,2,0,0,110.28838424493763,2,28,0,0
3,0,7,0.14285714285714285,0.0,36,1,1,4,0.9400630118142236,0,9,0,1,6.098716836285045,6,0,1,0
3,119,45,0.0,0.1111111111111111,4,1,0,3,25.42920727625244,0,3,0,0,104.70734357148099,0,34,0,0
3,150,55,0.0,0.07272727272727272,4,0,0,3,228.2200890989953,0,1,0,0,60.94731095104585,4,39,0,0
3,12,27,0.037037037037037035,0.0,4,2,1,4,16.852716086217455,0,1,0,0,102.73234638220148,0,29,0,0
3,97,49,0.0,0.04081632653061224,1,4,0,3,204.271725102291,0,2,0,0,53.21847742719251,2,53,0,0
3,892,110,0.00909090909090909,0.4727272727272727,34,16,1,19,38.088253772850216,0,3,0,0,54.90634328120118,0,33,0,0
3,384,54,0.0,0.09259259259259259,3,2,0,6,25.099617592793685,0,2,0,0,82.81384995730514,1,37,0,0
3,609,91,0.03296703296703297,0.06593406593406594,3,3,2,3,3.3052488907168165,0,1,0,0,108.37122597214102,0,37,0,0
3,495,70,0.014285714285714285,0.04285714285714286,2,1,2,2,109.30778910720743,0,2,0,0,71.57684798343159,0,44,0,0
3,557,90,0.011111111111111112,0.07777777777777778,3,5,0,3,38.86442658502768,1,1,0,0,113.26761482584698,0,23,0,0
3,704,85,0.011764705882352941,0.058823529411764705,0,0,1,3,40.93526969662377,0,2,0,0,93.21506003524073,0,39,0,0
3,371,53,0.018867924528301886,0.11320754716981132,9,5,1,4,14.036457548688343,0,1,0,0,92.46209309415651,0,36,0,0
3,270,68,0.014705882352941176,0.07352941176470588,10,2,0,1,107.57208429496228,0,2,0,0,76.11798755868404,0,29,0,0
3,498,69,0.0,0.08695652173913043,4,3,0,3,97.5597965084205,0,2,0,0,44.656469202602246,0,33,0,0
3,201,46,0.0,0.06521739130434782,4,2,0,2,29.357793872011637,0,1,0,0,91.82234172407708,0,34,0,0
3,86,38,0.0,0.05263157894736842,6,3,1,2,30.391854677088055,0,1,0,0,70.49673405191321,2,28,0,0
3,223,63,0.0,0.09523809523809523,3,0,0,2,123.24401064072792,0,2,0,0,67.35038672481863,2,28,0,0
3,115,62,0.0,0.0967741935483871,6,1,1,2,107.46491784011646,0,2,0,0,112.08199843557816,2,26,0,0
3,481,69,0.0,0.07246376811594203,4,1,1,2,23.00878407360242,0,1,0,0,70.32564206479405,2,31,0,0
3,513,80,0.0,0.0375,2,1,0,2,561.5412945213562,0,1,0,0,94.98139058451008,0,27,0,0
3,393,62,0.0,0.0967741935483871,4,3,0,4,1.9312033977539806,0,1,0,0,22.661144200772583,0,34,0,0
3,109,39,0.0,0.1282051282051282,5,5,0,3,235.31367839592238,0,3,0,0,51.79783475741169,1,35,0,0
3,830,107,0.0,0.08411214953271028,3,3,0,3,109.39344195445929,0,2,0,0,68.58365343297223,2,32,0,0
3,68,44,0.022727272727272728,0.045454545454545456,48,2,0,3,111.6757321495751,0,3,0,0,5.28061592831307,6,3,0,0
3,318,68,0.0,0.07352941176470588,2,2,0,3,180.22344908380893,0,2,0,0,104.62093992743021,0,33,1,0
3,318,70,0.0,0.1,44,4,0,2,240.8635821538765,0,3,0,0,6.604366769778347,7,1,0,1
3,319,72,0.0,0.125,7,2,3,4,124.15086662632568,1,1,0,0,40.8876759535103,1,44,0,0
3,234,54,0.018518518518518517,0.07407407407407407,4,1,0,2,89.7246143488648,1,1,0,0,22.221011289780442,1,37,0,0
3,47,30,0.0,0.1,6,1,0,3,70.75906017621969,0,2,0,0,120.06849077826689,3,30,0,0
3,128,50,0.02,0.16,2,4,0,5,5.73247291656094,0,1,0,0,80.4080625192093,2,52,0,0
3,561,74,0.0,0.08108108108108109,8,4,0,6,43.97828431204995,0,1,0,0,121.53488706046494,1,29,0,0
3,729,107,0.009345794392523364,0.42990654205607476,39,18,3,22,423.00266724947977,0,1,0,0,90.63832132459358,1,34,0,1
3,192,53,0.018867924528301886,0.09433962264150944,4,5,0,2,387.4331448349786,0,2,0,0,90.3683674735327,1,34,0,0
3,95,35,0.0,0.11428571428571428,2,4,0,1,17.129238938671833,0,1,0,0,87.62688117861927,3,32,0,0
3,21,21,0.047619047619047616,0.09523809523809523,6,9,0,3,1.1397582023250585,1,5,0,0,45.782588008848876,3,34,0,0
3,39,36,0.05555555555555555,0.05555555555555555,4,2,2,1,15.482416488628822,0,5,0,0,23.71827990991128,1,32,0,0
4,335,51,0.0,0.5294117647058824,29,18,10,24,100.80480289460405,0,1,0,0,48.45337047913745,2,28,0,1
4,1,14,0.0,0.0,3,1,2,2,60.93159090847839,0,1,0,0,70.46659511515058,2,39,0,0
4,1484,124,0.0,0.46774193548387094,39,19,3,19,12.749987061912007,0,1,0,0,98.30523485741975,1,37,0,1
4,75,36,0.0,0.08333333333333333,4,0,0,3,75.53784200515129,0,2,0,0,81.07131170649117,2,32,0,0
4,261,59,0.0,0.06779661016949153,1,3,1,4,232.45490969708905,0,1,0,0,79.3528010942814,1,36,0,0
4,186,37,0.0,0.05405405405405406,2,2,0,4,34.081434887024855,0,1,0,0,61.86077383857126,2,41,0,0
4,570,93,0.0,0.11827956989247312,3,7,0,2,153.9440273848175,0,1,0,0,59.93692807793373,1,44,0,0
4,615,101,0.009900990099009901,0.07920792079207921,42,3,0,2,791.6827065546958,0,1,0,0,8.911844357789313,4,3,0,0
4,303,67,0.014925373134328358,0.07462686567164178,3,6,0,2,62.625047995544406,0,1,0,0,104.0470419919019,2,49,0,0
4,121,47,0.0,0.06382978723404255,4,0,0,3,25.761700966971198,0,2,0,0,84.6646358406855,1,23,0,0
4,8,21,0.19047619047619047,0.09523809523809523,2,2,0,3,20.76895182478269,1,3,0,0,128.7835936104268,0,43,1,0
4,235,36,0.0,0.027777777777777776,6,4,0,2,59.05717102351736,1,2,0,0,93.24033734680489,0,38,0,0
4,417,67,0.0,0.13432835820895522,3,1,0,3,169.08944220936704,0,1,0,0,90.85211409034791,2,32,0,0
4,654,93,0.010752688172043012,0.08602150537634409,4,1,0,1,109.61285065260842,0,2,0,0,71.39932013893453,0,33,0,0
4,16,38,0.05263157894736842,0.05263157894736842,3,1,0,1,11.158118993241397,1,5,0,0,86.29306146063159,0,34,0,0
4,1050,92,0.0,0.06521739130434782,5,2,0,4,116.37595966491772,0,2,0,0,119.35547954819737,3,27,0,0
4,63,39,0.0,0.10256410256410256,2,2,1,2,19.18474277172215,0,1,0,0,51.92000548701425,0,32,0,0
4,4,12,0.08333333333333333,0.08333333333333333,33,4,0,2,10.442840703331946,1,7,1,1,6.060581325103194,6,0,1,1
4,3,12,0.08333333333333333,0.0,5,2,1,2,3.7999225976567903,0,10,1,0,64.58028599716694,2,48,1,0
4,304,57,0.0,0.08771929824561403,4,2,0,3,82.35840871554196,0,1,0,0,66.67150642360767,1,30,0,0
4,1298,98,0.0,0.08163265306122448,7,2,2,3,37.95756547641544,0,2,0,0,67.2379088447983,2,33,0,0
4,18,28,0.0,0.07142857142857142,3,2,0,1,124.85024329132536,0,2,0,0,9.927297489680171,1,35,0,0
4,1254,106,0.009433962264150943,0.5,48,20,4,15,235.85882651128784,0,2,0,0,36.5058575084086,0,39,0,1
4,40,32,0.125,0.15625,1,2,1,4,1.4480893244224748,1,5,1,0,166.5863126223466,2,34,0,0
4,3,18,0.1111111111111111,0.05555555555555555,3,0,1,3,17.584416628408306,1,12,1,0,57.70468597890934,1,35,0,0
4,1063,116,0.008620689655172414,0.06896551724137931,5,2,0,1,62.17086983310715,0,2,0,0,18.37516493608755,1,43,0,0
4,21,29,0.0,0.10344827586206896,6,0,1,5,181.4159593994741,0,1,0,0,112.51933097519091,1,30,0,0
4,17,24,0.125,0.041666666666666664,3,0,0,2,10.57083173786866,1,6,0,0,91.85310883945289,1,33,0,0
4,388,67,0.014925373134328358,0.07462686567164178,7,1,0,4,47.20576144068762,0,2,0,0,12.98345221121815,1,35,0,0
4,369,69,0.014492753623188406,0.5072463768115942,35,12,7,18,154.4428122454326,0,3,0,0,75.29582749613378,0,39,0,1
4,89,37,0.0,0.08108108108108109,3,1,0,4,483.7650136229335,0,1,0,0,86.5482269706202,2,30,0,0
4,697,83,0.0,0.0963855421686747,2,2,0,3,68.49699276797885,0,2,0,0,126.3140553673965,0,43,1,0
4,268,59,0.0,0.1016949152542373,6,4,1,3,220.07926324345402,0,1,0,0,98.91034156411395,0,28,0,0
4,56,39,0.0,0.15384615384615385,11,0,0,5,32.980914419652095,0,1,0,0,66.78501561702419,0,34,0,0
4,294,68,0.0,0.058823529411764705,5,2,0,4,292.7390071864274,0,1,0,0,98.7309628854378,1,40,0,0
4,133,40,0.0,0.05,6,0,0,3,99.32035561993746,0,1,0,0,107.58775874964522,2,34,0,0
4,201,56,0.0,0.08928571428571429,10,0,1,3,252.3559746949848,0,2,0,0,28.07872172075176,2,36,0,0
4,1043,112,0.008928571428571428,0.125,5,2,0,4,93.94942434923603,0,3,0,0,80.35490839076046,0,51,0,0
4,359,82,0.012195121951219513,0.10975609756097561,7,3,1,1,62.45649976523986,0,1,0,0,99.93318876925724,2,32,0,0
4,1144,127,0.0,0.12598425196850394,4,2,0,3,485.2698306690892,0,1,0,0,116.1845287640715,1,28,0,0
4,83,34,0.0,0.058823529411764705,3,1,0,2,39.01571751912265,0,2,0,0,48.66544584781648,1,35,0,0
